,smile,activity
2129,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,Active
2130,CC/C=C\C(C1CCCC1)(C(=O)OC2CCN(CC2)C)O,Inactive
2131,CCOC(=O)CC[C@@H](C(=O)N[C@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(=O)OCC)N.C(=O)(C(F)(F)F)O,Inactive
2132,CC1C(C2=CC3=C(C=C2OC1N4CCOCC4)OCO3)C5=CC(=C(C(=C5)OC)O)OC,Inactive
2133,C1CC2C=CC1C34C2(C(=O)NC3=O)C(=O)NC4=O,Inactive
2134,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N4C=C(C(=O)NC4=O)C#N,Inactive
2135,CCCCCCCCCCC/C=C\C[C@@H](C/C=C/1\[C@H](C=CC1=O)C/C=C\CCCC(=O)OC)O,Inactive
2136,C1CN(CCN1CCC(C2=CC=C(C=C2)Br)O)CCOC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F.C(=C\C(=O)O)\C(=O)O,Inactive
2137,CCCCCCCCCCCCCCCCCC1=CC(=NC(=N1)Cl)Cl,Inactive
2138,CC(C)[C@@]12[C@@H](O1)[C@H]3[C@@]4(O3)[C@]5(CCC6=C([C@@H]5C[C@H]7[C@]4([C@@H]2OC(=O)OC(C)(C)C)O7)COC6=O)C,Active
2139,COC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC3=CN=CN3)NC(=O)C4CCC(=O)N4C(=O)OCC5=CC=CC=C5,Inactive
2140,C[C@@H](CCC=C(C)C)[C@@H]1CC[C@]2([C@]1(CC[C@@]3(C2CC[C@]4(C3CCCO)C(O4)(C)C)C)C)C,Inactive
2141,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@]3(C(C2)CCC4C3C[C@H]([C@]5([C@@]4(CC[C@@H]5C6=CC(=O)OC6)O)C)O)C)O)O[C@H]7C[C@@H]([C@@H]([C@H](O7)C)O[C@H]8C[C@@H]([C@@H]([C@H](O8)C)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)OC(=O)C)O,Active
2142,COC1=CC=C(C=C1)/C(=N\O)/COC2=CC3=C(C=C2)OC(=CC3=O)C4=CC=CC=C4,Active
2143,C1=CC=C2C(=C1)C3C4C(C2(C5=CC=CC=C35)/C=C/C(=O)C6=CC=CC=N6)C(=O)N(C4=O)C7=CC=C(C=C7)Cl,Active
2144,COC1=C(C(=C2CC3CCC(=O)N3C(C2=C1)C4=CC=CC5=CC=CC=C54)O)OC,Inactive
2145,CC/C=C\C/C=C\C[C@H]1C/C=C/2\[C@@H](C/C=C\CCC(=O)O1)C=CC2=O,Inactive
2146,COC1=CC\2=C(C=C1)NC(=O)/C2=C/C3=CC=NC=C3,Inactive
2147,CCOC1=CC=C(C=C1)NCC2=CC(=C(C(=C2)OC)OC)OC.Cl,Inactive
2148,CC1(O[C@H](C[C@@](O1)(CC=C)C#N)C[C@@]2(C[C@@H](OC(O2)(C)C)CCl)C#N)C,Inactive
2149,CN(C)CCN1CCNC2=C3C=C(C=CC3=NC4=C(C=CC1=C24)[N+](=O)[O-])OC,Inactive
2150,C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3C/C(=C\C5=CC(=C(C(=C5)OC)OC)OC)/[C@@H]4O)C)N6CCCC6,Inactive
2151,CN(C)C1=CC(=C(C=C1)N=NC2=NC=C(C=C2)Br)O,Active
2152,CC1=C(C(=O)C2=CC=CC=C2C1=O)N3CC3,Active
2153,C1=CC=C2C(=C1)NC(=N2)CCl,Inactive
2154,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=C6C(=CC5=C4)OCO6)OC(=O)CN,Active
2155,COC1=CC(=CC2=C1OCO2)C3C4=C(C5=C(CCCC5)C=C4)NC6=C3C(=O)OC6,Active
2156,C[C@@H]1C[C@@]2(C(=C(C(=O)O2)C)CC3=C(CC=C13)C)OC,Inactive
2157,C1=CC(=C(C=C1F)F)N2C(=O)C3=C(C=CC(=C3)F)OC2=O,Inactive
2158,CC1=CC2=C(C=C1OC)C(=C(N2C)Cl)/C=C/3\C4=C(C=CC(=C4)F)NC3=O,Active
2159,CCOC(=O)C1=CC2=C(C=C1)N(C3=C2C(=C4C=CN=CC4=C3C)C)C,Active
2160,CC1=C(C(=C(C(=O)C1=O)[C@H](C)CCC=C(C)C)O)N[C@H](C)C2=CC=CC=C2,Inactive
2161,CC(=O)OCC1C(C(C(C(O1)N2C3=CC=CC=C3N=C(/C(=C/C4=CC=C(C=C4)Cl)/C2=O)N)OC(=O)C)OC(=O)C)OC(=O)C,Inactive
2162,C1CN(CCN1C2=CC=CC=C2)C3=NC(=NC(=N3)N)/C=C\C4=CC=CC=C4,Inactive
2163,COC1=CC(=CC(=C1O)OC)/C=C\2/C(=O)/C(=C/C3=CC(=C(C(=C3)OC)O)OC)/CCC2,Inactive
2164,CC1C(C2=CC3=C(C=C2OC1N4CCOCC4)OCO3)C5=CC6=C(C=C5)OCO6,Inactive
2165,CCC1(CCC2=C(C=CC(=C2C1=O)OC)OC)C(=O)OC,Inactive
2166,C[C@@H]1C[C@@]23C(=C1)/C=C(\C(=O)/C=C\C(CC(=C(C2=O)C)O3)(C)C)/C,Inactive
2167,CCOC(=O)C1=CC(=C(N1C)C2=C(C(=NO2)C)Br)Br,Inactive
2168,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Inactive
2169,CC1=CC=C(C=C1)C2(C3=CC=CC4=C3C(=CC=C4)C(O2)(C)C)N5CCOCC5,Inactive
2170,COC(=O)CCC1=[N+](C2=CC=CC=C2N1CC3=CC4=CC=CC=C4C=C3)CC5=CC6=CC=CC=C6C=C5,Inactive
2171,CC(C)(CC[C@@](CC(=O)OC)(C(=O)O[C@H]1[C@H]2C3=CC4=C(C=C3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O)O,Active
2172,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)/C=C\C3=CC=CC=C3Cl)N,Inactive
2173,CCOC(=O)C1=NC2=CC=CC=C2N=C1OC3=CC=C(C=C3)C(=O)OC,Inactive
2174,C[C@@H]1CC[C@H]2C[C@@H](C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](C(=C[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC,Active
2175,CC1=C2C=CNC(=O)C2=C(C3=C1NC4=C3C=CC(=C4)OCCN5CCN(CC5)C)C,Inactive
2176,CC1=C(C=C(C=C1)NC(=O)/C(=N\NC)/CC2=C(C(=O)C=CO2)O)C,Inactive
2177,C1=CC(=CC(=C1)Cl)C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)Cl)C(=O)O,Inactive
2178,CC(C(=O)/C=C/C1=CC=C(C=C1)/C=C/C(=O)C(CN2CCCCC2)(C)C)(CN3CCCCC3)C.Br,Inactive
2179,CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC.C(=O)C(C(C(C(C(=O)O)O)O)O)O,Inactive
2180,CCCCNC(=O)OC1=CC=C(C=C1)/C(=C(\C)/C2=CC=C(C=C2)OC)/C3=CC=C(C=C3)OCCN4CCCCC4,Inactive
2181,COC(C1=CC2=C(C=C1C(=O)[C@@]34CCC[C@@H]3NC(=O)O4)OCO2)OC,Inactive
2182,C1=CC=C2C(=C1)NC(=O)C(=N2)C/C(=N\NC(=O)C3=CC=NC=C3)/C(=O)NC4=CC(=CC(=C4)Cl)Cl,Inactive
2183,CC(=O)OCC1=CN=C2C3=C1C4=CC=CC=C4N=C3C(=O)C5=C2N=CC=C5,Active
2184,C#CCNCC(=O)O,Inactive
2185,C1=CC(=O)C2=C(C1=O)C(=C(C(=C2O)Cl)N)O,Inactive
2186,C1C2=CC(=C(C=C2NC1=O)Cl)CCN3C=NC=N3,Inactive
2187,CN(C)CCOC1=CC=C(C=C1)CCC2=CC(=C(C(=C2)OC)OC)OC,Inactive
2188,CC1=CC2=C(C=C1C)[N+](=O)C(=C(N2[O-])C)C(=O)C,Inactive
2189,C1=CC=C(C=C1)COC2=C(C=C(C(=C2)C=O)N)OCC3=CC=CC=C3,Inactive
2190,CC(=O)OC1C2CC(C(C2NC(=O)OC(C)(C)C)O1)(OCC3=CC=CC=C3)OCC4=CC=CC=C4,Inactive
2191,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)CBr,Inactive
2192,CC1=CC(=C(C(=C1)[N+]2=C(C=C(C=C2C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5)[O-])C,Inactive
2193,C[C@]1(CO1)[C@@H](C(=O)N)OC(=O)C2=CC(=CC3=CC=CC=C32)OC,Inactive
2194,CCN(CC)CC[N+]1=CC2=C(C3=C(C(=C2C=C1)C)NC4=C3C=C(C=C4)O)C.CC(=O)[O-],Inactive
2195,CC1CCC(C(=O)C1)(C(C)(C)OC)O,Inactive
2196,CC12[C@H]3CCC[C@@H]1[C@H](C(=O)N2CC3)OC(=O)[C@H](C4=CC=CC=C4)OC,Inactive
2197,CC1(C(CC(O1)N2C=NC3=CN=CN=C32)O)CO,Inactive
2198,CC1(COC(=N1)C2=C(C=CC3=CC=CC=C32)OC)C,Inactive
2199,CC(C)(C=C)C(=C)C(=O)NC1=CC=CC=C1I,Inactive
2200,C1=CC=C2C(=C1)C(=C3C(=N2)C=CC=C3[N+](=O)[O-])NCCCNC4=C5C(=NC6=CC=CC=C64)C=CC=C5[N+](=O)[O-],Active
2201,CCOC(=O)C1=CC=C(N1)C(=O)C(C(=O)C)C(=O)OC(C)(C)C,Inactive
2202,CC(C(=O)C1=CC=CC=C1)N2C3=CC=CC=C3N=C2C(=O)C,Inactive
2203,COC1=CC=C(C=C1)C(=O)CN2C3=CC=CC=C3N=C2C(=O)C4=CC=C(C=C4)OC,Inactive
2204,CC1=CC2=C(C=C1)NC(=C2N=NC(=NC(=O)C)NC(=O)C)O,Inactive
2205,C1=CC=C(C=C1)C2=CC=C(C=C2)C=C(C(=O)O)C(=O)O,Inactive
2206,C[C@]1\2CCC3[C@H](C1CC/C2=N\OCCC#N)CC=C4[C@@]3(CC[C@@H](C4)OCCC#N)C,Inactive
2207,CCOC1=CC=CC=C1N=NC2=C(N(N=C2C3=CC=CC=C3)C(=O)CC(=O)NC4=CC=CC(=C4)C)C5=CC=CC=C5,Inactive
2208,CC1=CC(=CN=C1F)C2=CC=C(C=C2)C3C(=C(OC4=C3C(=O)OC5=CC=CC=C54)N)C#N,Inactive
2209,C1=CC2C3C(C1C2=O)C(=O)OC3=O,Inactive
2210,COC1=C(C=C(C=C1)C(=O)CC2=CC=C(C=C2)Br)OC,Inactive
2211,CC(C)C(CC/C(=C/Cl)/C(=C)Cl)Br,Inactive
2212,CN(C)CC1=CC(=CC(=C1O)CN(C)C)C=O,Inactive
2213,C1CCN(C(C1)C(=O)O)C(=O)CC2=CNC3=CC=CC=C32,Inactive
2214,CN1C2=C(C=N1)C(=NC=N2)Cl,Inactive
2215,CC(C)(C)COC(=O)C(C)(C)NC(=O)C(CC(=O)OCC1=CC=CC=C1)NC(=O)OCC2=CC=CC=C2,Inactive
2216,COC(=O)C1=CC=C(O1)CN2CCC3=C(C2CO)NC4=CC=CC=C34,Inactive
2217,CC1=CC(=NC2=C1C(=O)C=C(N2)C3=CC(=CC=C3)F)C,Inactive
2218,C1=CC=C(C=C1)N2C3=CC=CC=C3C(=C(C2=O)C(C4=CC=C(C=C4)[N+](=O)[O-])C5=C(C6=CC=CC=C6N(C5=O)C7=CC=CC=C7)O)O,Inactive
2219,C1=CC(=CC=C1CC2=NNC(=O)N2/N=C\CC/C=N\N3C(=O)NN=C3CC4=CC=C(C=C4)Cl)Cl,Inactive
2220,C/C(=N\NC(=O)N)/C(CN1CCCCC1)C(C2=CC=CC=C2)C3=C(C4=CC=CC=C4OC3=O)O.Cl,Inactive
2221,C1CN(CCC1(CCNC(=O)C2=CC=CC=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3,Inactive
2222,C1=NC(=C(C(=N1)Cl)N)NCCCCCCCCCCCCNC2=C(C(=NC=N2)Cl)N,Inactive
2223,C=CC(=O)NC1=CC=CC=C1CC(C2=CNC3=CC=CC=C32)C4=CNC5=CC=CC=C54,Inactive
2224,C1=CC=C(C=C1)CNC(=O)C2=CC3=C(C=CC(=C3)[N+](=O)[O-])OC2=N,Inactive
2225,CCCC(=O)C1=C(N=C(N(C1=O)C)OC)NOC2C(C(C(C(O2)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,Inactive
2226,COC1=C(C(=C2C(=C1)[C@@H]([C@H](C2=O)Br)NC(=O)NCCCl)OC)OC,Inactive
2227,CC1=CC[C@@H]2[C@@H]([C@@H]3[C@H]1CCC3=C)OC(=O)C2=C,Inactive
2228,CCC1=C(CC[C@]2([C@@H]1C)CCNC2=O)C3=CC=C(C=C3)OC,Inactive
2229,CCCCCCCCCCCCCC(=O)NCO,Inactive
2230,CC1=C(C(C(=C(N1)C)C(=O)NC2=CC=CC=C2OC)C3=CC=C(C=C3)C4C(=C(NC(=C4C(=O)NC5=CC=CC=C5OC)C)C)C(=O)NC6=CC=CC=C6OC)C(=O)NC7=CC=CC=C7OC,Inactive
2231,CCOC(=O)NC(=O)C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,Inactive
2232,CC1(C2CC1C(=O)C=C2/C=N\OCC(=O)O)C,Inactive
2233,CCCCC1=NC2=C(N1CCN(CC)CC)C=CC(=C2)/C=C/C(=O)NO,Active
2234,CCOC(=O)CNC(=O)CNC(=O)CNC(=O)CNNC1=C(C(=O)C1=O)OCC2=CC=CC=C2,Inactive
2235,C1CCOCCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCOCCCCOCCCNCC6=CC=C(CNCCCOC1)C=C6)C2=O,Inactive
2236,C1=CC=C2C(=C1)C(=C3C(=N2)C=CC=C3[N+](=O)[O-])NCCCCCNC4=C5C(=NC6=CC=CC=C64)C=CC=C5[N+](=O)[O-],Active
2237,CC[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C=CC(=C4C3=O)O)O)O)OC5CC(C(C(O5)C)O)N(C)C)O,Active
2238,C[C@@H]1CCOC(=O)/C=C/C=C\C(=O)O[C@@H]2C[C@@H]3[C@@]4([C@]2(C5(CCC6([C@H]([C@H]5O3)O6)C)COC(=O)[C@H]1O)C)CO4,Active
2239,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3C(COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)NC(=O)C6=CC(=CC=C6)F,Inactive
2240,C(CCNCCC(=O)O)CNCCC(=O)O.Cl,Inactive
2241,C/C(=N\NC(=O)OC)/C(CN1CCCCC1)C(C2=C(C3=CC=CC=C3OC2)O)C4=CC=CC=C4.Cl,Inactive
2242,CN1C=C(C=N1)NC2=NC3=C(C(=CN3)Cl)C(=N2)OC[C@H]4CN(C[C@@H]4OC)C(=O)C=C,Inactive
2243,CCCCCC1=C(N=C(N=C1Cl)Cl)Cl,Inactive
2244,COC(=O)/C=C/1\C(=O)C(=C(O1)C2=CC=CC=C2)Cl,Inactive
2245,C1CNCCNCCNCCN1,Inactive
2246,CCC(=O)C1=C(N(C2=CC=CC=C2[N+]1=O)[O-])C(F)(F)F,Inactive
2247,CC1=CC(=C(C=C1O)C2=C(C=C(C(=C2)O)C)O)O,Inactive
2248,CC1=C2C=C(C(=O)C=C2OC3=CC(=C(C=C13)O)O)O,Inactive
2249,C1=CC(=CC(=C1)O)CCC(=O)NCCC2=CC(=CC=C2)O,Inactive
2250,C(=C/C(=O)O)\C(=O)O,Inactive
2251,C1=CN=CC=C1C(=O)NNCC(F)(F)F,Inactive
2252,C1C2CC3CC1CC(C2)(C3)C4=C(C=C(C=C4)CN5C=NC6=C5N=C(N=C6Cl)N)O,Inactive
2253,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OCCCN(C)C)CCC4=CC(=C(C=C34)OC)O,Active
2254,CC12C(C3=C(O1)C=CC4=CC=CC=C43)C5=C(O2)C=CC6=CC=CC=C65,Inactive
2255,CC(=O)/C(=C/C1=CC=CC=C1F)/C(=O)C2=CC=CC=C2,Inactive
2256,CC1=C(C(=O)O[C@H](C1)[C@@](C)([C@@]2(CC[C@@]3([C@@]2(CC[C@H]4[C@H]3C[C@@H]5[C@]6([C@@]4(C(=O)C=C[C@@H]6O)C)O5)C)O)O)O)C,Active
2257,C[C@@H]1CC[C@@]2(N(C1=O)[C@H](C(O2)C3=CC=CC=C3)CO)C,Inactive
2258,C1CNC(=NC1)N/N=C/C2=CC3=CC=CC=C3C=C2.I,Inactive
2259,C1CCC(CC1)COC2=NC(=NC(=C2)N)N,Inactive
2260,C1CCN(CC1)CC2=C(NC(=O)NC2=O)C(=O)O.Cl,Inactive
2261,CCOC(=O)C1=C(N([C@]2([C@@]1(C(=C(C(=C2O)Cl)Cl)O)C#N)C#N)C3=CC=C(C=C3)OC)C4=CC=CC=C4,Inactive
2262,C1C2=CC3=C4C(=C2OCN1C5=CC=C(C=C5)Cl)C=CC=C4C(=O)O3,Inactive
2263,CCN(CC)C1=CC2=C(C=C1)C=C(C(=N)O2)C(=O)NC3=CC=CC=C3,Inactive
2264,CC1=CC=CC=C1NC(=O)CC(=O)N2C(=C(C(=N2)C3=CC=CC=C3)N=NC4=CC=C(C=C4)[N+](=O)[O-])C5=CC=CC=C5,Inactive
2265,CC1=C(C(=C(C(=C1Cl)OC)Cl)OC)OC2=CC(=C(C3=C2C(=O)OC3)Cl)OC,Inactive
2266,C1COCCN1C2=NC(=NN3C2=CC=C3)C4=CC=C(C=C4)NC(=O)NCCO,Active
2267,CN(C)C1=CC=C(C=C1)CC2=CC(=C(C=C2N)N(C)C)N=NC3=C4C(=CC(=C3)OC)C=CC=N4,Active
2268,CC1=C2C(=CC=C1)C(=C3C(=CC(=NC3=N2)C)C)N,Inactive
2269,C[C@]12CC[C@H]3C(=CC[C@@H]4[C@@]3(C=C[C@@H](C4(C)C)OC(=O)N)C=O)[C@]1(C[C@@H]([C@@H]2C5=COC(=O)C=C5)Cl)O,Active
2270,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3C([C@@](C2(C)C)(C[C@@H]1OC(=O)C([C@H](C5=CC=CC=C5)NC(=O)CC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)OC(=O)C,Active
2271,CCOC(=O)CN1C(=O)C=CN(C1=O)COCCO,Inactive
2272,C1=CC=C2C(=C1)C(=C(C(=O)N2)C(=O)NCCCCl)O,Inactive
2273,CC1(CCC(C2=C1C=CC(=C2)NC(=O)C3=CC=C(C=C3)C(=O)O)(C)C)C,Inactive
2274,C1CC2=C(CC3=C(N2C4=CC=C(C=C4)[N+](=O)[O-])CCCC3=O)C(=O)C1,Inactive
2275,C1CO/C(=C(\C(=C(/N2CCOCC2)\Cl)\Cl)/[N+](=O)[O-])/N1,Inactive
2276,C1=CC=C(C=C1)C2=NC(=C(O2)O)/C=C\3/C=NN=N3,Inactive
2277,C1CC2CC1C=CC2=O,Inactive
2278,CCCCCCCCCCCCCCCCNC1=NC(=O)N(C=C1)C2CC(C(O2)COC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=C(C=C5)OC)O,Inactive
2279,C1CC1C(=O)NC2=NNC3=C2C=CC(=N3)C4=CC=CO4,Inactive
2280,C1CCN(CC1)/C(=C(\C(=C/2\NCCO2)\[N+](=O)[O-])/Cl)/Cl,Inactive
2281,COC1=CC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NCCCNCCCNC4=C5C=C(C=CC5=NC6=C4C=CC(=C6)Cl)OC,Active
2282,CN(C)CCNC1=C2C(=C(C=C1)NCC[N+](C)(C)CC3=CC=C(C=C3)[N+](=O)[O-])C(=O)C4=C(C=CC(=C4C2=O)O)O.[Cl-],Inactive
2283,CCOC(=O)C(CC1=NC2=CC=CC=C2N=C1)O,Inactive
2284,CC(C(=O)NC(CCC(=O)NCCCCNC1=C2C(=NC3=CC=CC=C31)C=CC=C2[N+](=O)[O-])C(=O)N)NC(=O)C(C)OC4C(C(OC(C4O)CO)OCC5=CC=CC=C5)NC(=O)C,Active
2285,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=C(C=C3)C(=O)O)O,Inactive
2286,COC1=CC=C(C=C1)/C=C\2/C(=O)NC(=N2)N/N=C\C(C(C(C(CO)O)O)O)O,Inactive
2287,COC(=O)C1=CC=C(C=C1)NCC2=CC(=O)C=CC2=O,Inactive
2288,CC(=O)OC12C=CC(=O)N1C3=CC=CC=C3C(=O)O2,Inactive
2289,C/C(=C\C=C\[C@@]1(CCCC2=C1OC=C2)C)/CCCC(=C)CC(=O)O,Inactive
2290,C1CCC(CC1)CNC2=CC(=O)NC(=O)N2,Inactive
2291,CCCCN(CCCC)C(=O)/C(=N\NC(=O)C1=CC2=CC=CC=C2C=C1O)/CC(=O)C3=CC=CC4=CC=CC=C43,Inactive
2292,CCN(CC)CCC(=O)C1=CC=C(C=C1)OC2=CC=C(C=C2)C.Cl,Inactive
2293,C1=CN(C2=NC=NC(=C21)N)COC(CO)CO,Inactive
2294,C1/C(=C\C2=CC=CC=C2Cl)/C3=NC(=NC(=C3CO1)C4=CC=CC=C4Cl)N,Inactive
2295,CCCCCCCCCCCCCC/C(=C/OCC[N+](C)(C)C)/OC(=O)C.CCCCCCCCCCCCC/C=C(/COCC[N+](C)(C)C)\OC(=O)C.[I-].[I-],Inactive
2296,CC(CC([C@H](C(C)(C)O)O)O)[C@@H]1CCC23C1(C2)CCC4[C@]3(C(CC5[C@@]4(CCC(C5(C)C)OC(=O)C)C)OC6C(C(C(C(O6)CO)O)O)O)C,Inactive
2297,CN1CCN(CC1)CC2=C(C=C(C=C2)C(=O)NC3=CN=CC(=C3)C#CC4=CN=C(C5=CC=CC=C54)N)C(F)(F)F,Inactive
2298,COC1=C(C=C(C=C1)NC2=NC3=C(C=CC(=C3)C(F)(F)F)N=C2C(=O)O)OC,Inactive
2299,CCOC(=O)[C@@H]1[C@H]2C3=CC=CC=C3O[C@@]1(NC(=O)N2)C,Inactive
2300,C1(C(C(C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Inactive
2301,CC1=NN(C(=O)C1N=NC2=CC=C(C=C2)C(=O)O)C(=O)CC(=O)NC3=CC=CC=C3OC,Inactive
2302,CC(C)CC1=CC=C(C=C1)C(C)C(=O)NC/C/2=C/CC[C@@]3([C@@H](O3)[C@@H]4[C@@H](CC2)C(=C)C(=O)O4)C,Inactive
2303,CCN(CC)CCC(=O)N1CCC2=C(C1C3=CN=CC=C3)NC4=CC=CC=C24,Inactive
2304,CN1CCCC2=C1C=CC(=C2)C3C4=C(C=C(C=C4)N(C)C)OC(=C3C#N)N,Inactive
2305,CN1CN(C2=C1C(=O)NC(=N2)N)C3C(C(C(O3)CO)O)O,Inactive
2306,C1CCN(CC1)CCOCCN2C3=C(CCCC3)C4=CC=CC=C42,Inactive
2307,CC1=CC=CC=C1NC(=O)C2=C(NC(=C(C2C3=CC=CC=C3O)C(=O)NC4=CC=CC=C4C)C)C,Inactive
2308,C1CN=C2C3=C1C=NC3=C(C4=C2C5(CCN4)C=C(C(=O)C(=C5)Br)Br)O.C(=O)(C(F)(F)F)O,Active
2309,CN(C)C/C=C/C(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=C(C(=CC=C3)Cl)F)OCCOC(F)F,Active
2310,C1C(C(OC1N2C=C(C(=O)NC2=O)OC/C=C/CC3=CC=CC=C3)CO)O,Inactive
2311,C1CCC2(CCOC2=O)[C@H](C1)CC(=O)O,Inactive
2312,CC(C)C1=C2C(C3C4C(C(C5C(C4(C2=CC(=O)O1)C)O5)O)(C(=O)O3)C)O,Inactive
2313,C1=CC=C(C=C1)C(CCC(=O)O)(C2=CC=CC=C2)C3=CC=CC=C3,Inactive
2314,C1OC2=C(O1)C=C3C(=C2)C4=C(C3=O)C5=C(C=C(C=C5)Cl)C(=O)N4CCCN6C=CN=C6,Active
2315,C/C(=C\1/CCCC2(C1=O)C(CN=N2)C3=CC=CC=C3)/C4=CC=CC=C4,Inactive
2316,COC1=CC=C(C=C1)C2=NC3=C(NC(C2)C4=CC=CC=C4)N=C(NC3=O)OC,Inactive
2317,C1=CC=C(C=C1)CN2C(=CC(=O)N(C2=N)CC3=CC=CC=C3)N,Inactive
2318,COC(=O)C1=CN(C2(C1C(=O)OC(=O)C3=CC=CC=C32)C4=CC=CC=C4)C5CCCCC5,Inactive
2319,CC(C)COC(C1=CC2=C(C=C1)OCO2)C(C)Br,Inactive
2320,CC1C(C(CC(O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)OC)O,Active
2321,CC1=C(C(=CC(=C1OC)OC)CC2C(=O)N/C(=C\C3=CC(=C(C(=C3OC)C)OC)OC)/C(=O)N2C(=O)C)OC,Inactive
2322,CN(C)CCCCNC1=C2C(=C(C=C1)NCCCCN(C)C)C(=O)C3=C(C=CC(=C3C2=O)O)O,Inactive
2323,CC(=O)NNC(=O)C1=NN(C=C1OC(=O)C)C2=CC=C(C=C2)Cl,Inactive
2324,COC1=C(C=C(C=C1)/C=C/2\C=CC3=CC=CC=C32)OC,Inactive
2325,CC(=CCC1=C(C2=CC=CC=C2N1)C3=C(C(=O)C(=C(C3=O)O)C4=C(NC5=CC=CC=C54)CC=C(C)C)O)C,Inactive
2326,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC(=CC=C3)O)C4=CC(=NC=C4)NCCCNC(=O)C5=CC=C(C=C5)F,Inactive
2327,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3C/C(=C\C5=CC=NC=C5)/C4=O)C,Inactive
2328,CC1=NC2=C(N=C(N=C2N1C(C)C)N3CCOCC3)C4=CN=C(N=C4)N,Active
2329,COC1=CC2=C(C=C1)[N+](=C(C(=[N+]2[O-])C3=CC=CC=C3)N)[O-],Inactive
2330,CC1=CC(=C(C=C1)/C=C/C(=O)C2=CC=C(C=C2)N)C,Inactive
2331,C1CCC2C(C1)C3C(C4=C2C5=CC=CC=C5N4)C(=O)N(C3=O)C6=CC=CC=C6,Inactive
2332,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=CC5=C4)O)O,Active
2333,CC1=C(C(=O)C(=C(C1=O)N2CC2)CO)N3CC3,Active
2334,C1CCOC(C1)N2C3=CC=CC=C3N=N2,Inactive
2335,C1C2=C(C(=O)NC3=NC(=NC(=C31)N)N)N(C4=CC=CC=C24)CC5=CC=C(C=C5)Cl,Inactive
2336,CC1=C(C2=CC=CC=C2N1)C=NC3=CC=C(C=C3)N=CC4=C(NC5=CC=CC=C54)C,Inactive
2337,COCN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)N3CCC[C@H]3C1=O,Inactive
2338,CCOC(=O)C1=C(N2C(=C(C(=N2)N)C#N)C(=C1C3=CC=C(C=C3)OC)C#N)N,Inactive
