smile,activity,Difference_set
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC(=C(C=C2F)F)F)C3=CC=C(C=C3)N(C)C)C(=O)NC4=CC(=C(C=C4F)F)F,Inactive,0
CCC1=CC=CC(=C1NC(=O)C2=C(NC(=C(C2C3=CC=C(C=C3)[N+](=O)[O-])C(=O)NC4=C(C=CC=C4CC)C)C)C)C,Inactive,0
CCOC1=CC=CC=C1NC(=O)C2=C(NC(=C(C2C3=CC(=CC=C3)[N+](=O)[O-])C(=O)NC4=CC=CC=C4OCC)C)C,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC=C(C=C2)[N+](=O)[O-])C3=CC=CC=C3O)C(=O)NC4=CC=C(C=C4)[N+](=O)[O-],Inactive,0
C/C(=N\NC(=O)C1=CC=CC=C1O)/C(C(=O)NC2=CC=CC=C2OC)CC(C(=O)NC3=CC=CC=C3OC)/C(=N/NC(=O)C4=CC=CC=C4O)/C,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC=C(C=C2)[N+](=O)[O-])C3=CC=CC=C3F)C(=O)NC4=CC=C(C=C4)[N+](=O)[O-],Inactive,0
CC1=CC=CC=C1C2C3=CC=CC=C3C(=O)O2,Inactive,0
C1[C@H]2[C@H](CN(C2COC(=O)C3=CC=CC=C3)OCC4=CC=CC=C4)OC1=O,Inactive,0
CC1=C2CN(C=CC2=C(C3=C1C4=C(N3)C=CC(=C4)OC)C)C,Inactive,0
CN(C)C=NC1=NC(=O)N(C=C1)CCO,Inactive,0
C1=CC=C(C=C1)C(=O)OCCOCBr,Inactive,0
C1=CC=C(C=C1)C2=C3C=CC4=C(C=CN=C4C3=NC=C2)C5=CC=CC=C5,Inactive,0
CCOC(=O)C1=CN=C2C3=CC=CNC3=CC=C2C1=O,Inactive,0
C1=CNC2=CC=C3C(=NC=C(C3=O)C(=O)O)C2=C1,Inactive,0
C1=CNC2=CC=C3C(=O)C=CN=C3C2=C1,Inactive,0
CCOC1=C2C=CC3=C(C2=NC=C1C(=O)OCC)C=CC=N3,Inactive,0
C1=CC=C2C(=C1)C=CC=C2C3=NC(=NC(=C3)CCC(=O)NC4=CC=CC(=C4)C(F)(F)F)N,Inactive,0
COC1=CC=C(C=C1)C(/C(=N\NC(=O)NN)/C2=CC=C(C=C2)OC)C3(CNC4=C3C=C(C=C4Cl)Cl)O,Inactive,0
C1=CC(=CC(=C1)NC(=O)CCC2=C(C(=NC(=N2)N)N)C3=CC=C(C=C3)Cl)C(F)(F)F,Inactive,0
CCC1=CC=CC=C1NC(=O)C2=C(NC(=C(C2C3=CC=CC=C3Cl)C(=O)NC4=CC=CC=C4CC)C)C,Inactive,0
CCC1=CC=CC=C1NC(=O)C2=C(NC(=C(C2C3=CC=C(C=C3)NC(=O)C)C(=O)NC4=CC=CC=C4CC)C)C,Inactive,0
CCC1=C(C(=CC=C1)CC)NC(=O)C2=C(NC(=C(C2C3=CC4=C(C=C3)OCO4)C(=O)NC5=CC=CC=C5CC)C)C,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC(=CC=C2)Cl)C3=CC=C(C=C3)[N+](=O)[O-])C(=O)NC4=CC(=CC=C4)Cl,Inactive,0
CCOC1=CC=C(C=C1)NC(=O)C2=C(NC(=C(C2C3=CC(=C(C=C3)O)OC)C(=O)NC4=CC=C(C=C4)OCC)C)C,Inactive,0
CC1=C(C(=CC=C1)C(C)C)N2C(=O)C(=O)C(C(=O)C2=O)C3=NC4=CC=CC=C4O3,Inactive,0
C1=CC=C(C(=C1)/C=C/C(=O)C2=CC=CC=C2Cl)O,Inactive,0
C1=CC=C(C(=C1)/C=C/C(=O)C2=CC=C(C=C2)[N+](=O)[O-])O,Inactive,0
CCOC(=O)C\1=C(OC/C1=N\NC(=O)CC2=CC=CC=C2)NC(C)(C)C,Inactive,0
CC1=CC=CC=C1NC(=O)C(=O)CC(=O)C2=C(N(C3=CC=CC=C3[N+]2=O)[O-])C,Inactive,0
CCOC(=O)C\1=C(OC/C1=N\NC(=O)C2=CC=CC=C2O)NC3=CC=CC4=CC=CC=C43,Inactive,0
C1=CC=C2C(=C1)N=C(O2)CC(=O)C(=O)NC3=C(C=C(C=C3)Cl)Cl,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC(=O)N(C(=O)N2C)C)C3=CC=CO3)C(=O)NC4=CC(=O)N(C(=O)N4C)C,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC(=O)N(C(=O)N2C)C)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)NC4=CC(=O)N(C(=O)N4C)C,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC(=O)N(C(=O)N2C)C)C3=CC=C(C=C3)[N+](=O)[O-])C(=O)NC4=CC(=O)N(C(=O)N4C)C,Inactive,0
CCC1=CC=CC(=C1NC(=O)C2=C(NC(=C(C2C3=CC4=C(C=C3)OCO4)C(=O)NC5=C(C=CC=C5CC)C)C)C)C,Inactive,0
CCOC1=CC=CC=C1NC(=O)C2=C(NC(=C(C2C3=CC4=C(C=C3)OCO4)C(=O)NC5=CC=CC=C5OCC)C)C,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC=C(C=C2)[N+](=O)[O-])C3=CC(=CC=C3)[N+](=O)[O-])C(=O)NC4=CC=C(C=C4)[N+](=O)[O-],Inactive,0
CC1=CC=CC=C1NC(=O)C2=C(NC(=C(C2C3=CC=CC=C3)C(=O)NC4=CC=CC=C4C)C)C,Inactive,0
CCC1=CC=CC=C1NC(=O)C2=C(NC(=C(C2C3=CC4=C(C=C3)OCO4)C(=O)NC5=CC=CC=C5CC)C)C,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC=C(C=C2)[N+](=O)[O-])C3=CC=C(C=C3)N(C)C)C(=O)NC4=CC=C(C=C4)[N+](=O)[O-],Inactive,0
CCOC1=CC=C(C=C1)NC(=O)C2=C(NC(=C(C2C3=CC=C(C=C3)[N+](=O)[O-])C(=O)NC4=CC=C(C=C4)OCC)C)C,Inactive,0
CCOC(=O)C1=C(N(C(=C(C1C2=CC=CC=C2O)C(=O)OCC)C)CC3=CC=CC=C3)C,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC(=O)N(C(=O)N2C)C)C3=C(C(=CC=C3)OC)O)C(=O)NC4=CC(=O)N(C(=O)N4C)C,Inactive,0
CCC1=CC=CC=C1NC(=O)C2=C(NC(=C(C2C3=CC(=CC=C3)[N+](=O)[O-])C(=O)NC4=CC=CC=C4CC)C)C,Inactive,0
CCOC1=CC=CC=C1NC(=O)C2=C(NC(=C(C2C3=CC=C(C=C3)NC(=O)C)C(=O)NC4=CC=CC=C4OCC)C)C,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC(=C(C=C2)Cl)Cl)C3=CC(=C(C=C3)O)OC)C(=O)NC4=CC(=C(C=C4)Cl)Cl,Inactive,0
CC1=C(C(C(=C(N1)C)C(=O)NC2=CC(=C(C=C2F)F)F)C3=CC(=C(C=C3)O)OC)C(=O)NC4=CC(=C(C=C4F)F)F,Inactive,0
CC1=CC=C(C=C1)NC(=O)C2=C(NC(=C(C2C3=CC(=CC=C3)[N+](=O)[O-])C(=O)NC4=CC=C(C=C4)C)C)C,Inactive,0
CC1=C(C(=CC=C1)C)NC(=O)C2=C(NC(=C(C2C3=CC4=C(C=C3)OCO4)C(=O)NC5=C(C=CC=C5C)C)C)C,Inactive,0
CC1=NC2=CC=CC=C2NC(C1)C3=COC=C3,Inactive,0
CC1=NC2=C(C=CC3=C2C(=O)C4=CC=CC=C4C3=O)NC(C1)C5=CC=NC=C5,Inactive,0
CC1=NC2=C(C=CC3=C2C(=O)C4=CC=CC=C4C3=O)NC(C1)C5=CC=C(C=C5)/C=C/C(=O)C,Inactive,0
CC1=NC2=C(C=CC3=C2C(=O)C4=CC=CC=C4C3=O)NC(C1)C5=CC=CC6=C5CCC6,Inactive,0
CC1=NC2=C(C=CC3=C2C(=O)C4=CC=CC=C4C3=O)NC(C1)C5=C(C(=CC=C5)OC)O,Inactive,0
C1=CC=C2C(=C1)C(=CC(=O)C2=O)NC3=C(C=CC(=C3)Cl)Cl,Inactive,0
C1=CC=C(C=C1)C(=O)C2=CC=CC=C2NC3=CC(=O)C(=O)C4=CC=CC=C43,Inactive,0
CCC1=C(C(=CC=C1)CC)NC2=CC(=O)C(=O)C3=CC=CC=C32,Inactive,0
C1=CC=C2C(=C1)C(=CC(=O)C2=O)NC3=CN=CC=C3,Inactive,0
CC1=C(C=CC(=C1)Br)NC2=CC(=O)C(=O)C3=CC=CC=C32,Inactive,0
C1=CC=C(C=C1)CCNC2=CC(=O)C(=O)C3=CC=CC=C32,Inactive,0
CCOC1=CC=C(C=C1)NC2=CC(=O)C(=O)C3=CC=CC=C32,Inactive,0
C1=CC=C2C(=C1)C(=CC(=O)C2=O)NC3=CC=C(C=C3)Br,Inactive,0
C1=CC=C2C(=C1)C(=CC(=O)C2=O)NC3=C(C=C(C=C3)Cl)Cl,Inactive,0
C=C1CC(OC1=O)(CCCl)C2=CC=CC=C2,Inactive,0
C=C1CC2(C3=CC=CC=C3CCC4=CC=CC=C42)OC1=O,Inactive,0
C=C1CC2(C3=CC=CC=C3C=CC4=CC=CC=C42)OC1=O,Inactive,0
C1COCCN1CC2CC(OC2=O)(C3=CC=CC=C3)C4=CC=CC=C4.Cl,Inactive,0
C1=NC2=C(N1)C(=O)NC(=O)N2CC(=O)O,Inactive,0
CCOC(=O)CN1C2=C(C(=O)NC1=O)NC=N2,Inactive,0
C1=NC2=C(N1)C(=O)NC(=O)N2CC(=O)N,Inactive,0
C1=CC=C(C=C1)CN2C=NC3=C2C(=O)NC(=O)N3CC(=O)O,Inactive,0
CCOC(=O)CN1C2=C(C(=O)NC1=O)N(C=N2)CC3=CC=CC=C3,Inactive,0
CN1C(=O)C2=C(N=CN2)N(C1=O)CC(=O)O,Inactive,0
CCOC(=O)CN1C2=C(C(=O)N(C1=O)C)NC=N2,Inactive,0
CN1C(=O)C2=C(N=CN2)N(C1=O)CC(=O)N,Inactive,0
CCOC(=O)CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC3=CC=CC=C3,Inactive,0
CCN(CC)C1=C(C(=O)C(=C(O1)N(CC)CC)C(=O)NC2=CC=CC=N2)C(=O)C,Inactive,0
CCN(CC)C(=NC1=NOC(=C1)C)CC(=O)OCC.OCl(=O)(=O)=O,Inactive,0
CCN(C1=CC=C(C=C1)Br)C2=C(C(=O)N=C3N2C=CC=C3)Br,Inactive,0
CCN(CC)C1=C(C(=O)N=C2N1C=CC=C2)NC(=O)C(=O)OCC.Cl,Inactive,0
CCCCN(CCCC)C1=C(C(=O)N=C2N1C=CC=C2)[N+](=O)[O-],Inactive,0
CCOC(=O)C1=C(N(C(C12CCOC2=O)(C)O)NC(=O)N)C,Inactive,0
CCOC(=O)C1=C(N(C2(C1(CCC2)C(=O)OCC)O)NC(=O)C3=CC=CC=C3)C,Inactive,0
CC1=C(C2(CCOC2=O)C(N1NC(=O)C3=CC(=CC=C3)Cl)(C)O)C(=O)OC,Inactive,0
CCOC(=O)C12CCCC1(N(C(=C2C(=O)OC)C)NC(=O)C3=CC(=CC=C3)Cl)O,Inactive,0
CCOC(=O)C1=C(N(C2(C1(C(=C(N2NC(=O)OC)C)C(=O)OCC)C#N)N)NC(=O)OC)C,Inactive,0
CCOC(=O)C1=C(N(C2(C1(C(=C(N2NC(=O)N)C)C(=O)OCC)C(=O)OCC)N)NC(=O)N)C,Inactive,0
CCOC(=O)C1=C(N(C2(C1(C(=C(N2NC(=O)N)C)C(=O)OCC)C#N)N)NC(=O)N)C,Inactive,0
COC1=CC2=C(C=C1)N3CCNN=C4C3=C2CCC4,Inactive,0
C1=CC(=CC=C1/C=C\2/C(=O)OC(=N2)C3=C(C=CC(=C3)[N+](=O)[O-])Cl)N(CCC#N)CCC#N,Inactive,0
C1=CC=C2C(=C1)C(=O)N(C2=O)CC3=N/C(=C\C4=CC=C(C=C4)N(CCC#N)CCC#N)/C(=O)O3,Inactive,0
CC1=CC=C(C=C1)N=NC2=C(N(N=C2C3=CC=CC=C3)C(=O)CC(=O)NC4=CC=C(C=C4)Cl)C5=CC=CC=C5,Inactive,0
CC1=CC=C(C=C1)N=NC2=C(N(N=C2C3=CC=CC=C3)C(=O)CC(=O)NC4=CC=C(C=C4)OC)C5=CC=CC=C5,Inactive,0
CCN(CC)CCNC1=C2C3=C(C=C1)N=C(N3C4=C(C2=O)C=C(C=C4)OC)C.Cl,Inactive,0
CCN(CC)CCCNC1=C2C3=C(C=C1)N=CN3C4=C(C2=O)C=C(C=C4)O.Cl,Inactive,0
C1C2CN3C4=CC=CC=C4C=C3C2N=N1,Inactive,0
C1CC(=O)NN(C1)C2=CC=CC=C2,Inactive,0
CCOC(=O)NC(=O)C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,Inactive,0
CC1=C(C2C(CC1N3N2C(=O)C4=CC5=CC=CC=C5C=C4C3=O)C(=C)C)OC(=O)C,Inactive,0
CC1CN2C(=C(C(=C(C2(C1=O)C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6)C,Inactive,0
CC1=NC=C(C(=C1OC2C(C(C(C(O2)CO)O)O)O)COC)CO,Inactive,0
COC1=C(C=C(C=C1)C#CCC(C(C2=CC(=C(C=C2)OC)OC)O)OC3C(C(C(C(O3)CO)O)O)O)OC,Inactive,0
CC(C1=CC=C(C=C1)OCCC[N+](C)(C)C)(C(C)(C2=CC=C(C=C2)OCCC[N+](C)(C)C)O)O.[Br-],Inactive,0
CC1=CC=C(C=C1)C2(CC(=NN2C(=O)COC3=CC=CC=C3Cl)C4=CC=C(O4)[N+](=O)[O-])O,Inactive,0
CC1=CC=C(C=C1)C2(CC(=NN2C(=O)COC3=CC=C(C=C3)Cl)C4=CC=C(O4)[N+](=O)[O-])O,Inactive,0
C1C(=NN(C1(C2=CC=CC=C2)O)C(=O)COC3=C(C=C(C=C3)Br)Br)C4=CC=C(O4)[N+](=O)[O-],Inactive,0
C1C(=NN(C1(C2=CC=CC=C2)O)C(=O)COC3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl,Inactive,0
CCCCCN(CCCCC)C(=O)[C@@H](CCC(=O)OCC1=CC=CC=C1)NC(=O)C2=CC3=CC=CC=C3N2,Inactive,0
CCCCCN(CCCCC)C(=O)[C@H](CCC(=O)OCC1=CC=CC=C1)NC(=O)C2=CC3=CC=CC=C3N2,Inactive,0
CCCCCN(CCCCC)C(=O)[C@@H](CCC(=O)O)NC(=O)C1=CC2=CC=CC=C2N1,Inactive,0
CCCCCN(CCCCC)C(=O)[C@H](CCC(=O)O)NC(=O)C1=CC2=CC=CC=C2N1,Inactive,0
C1=CC(=C(C=C1O)O)/C=C(\C#N)/C(=O)N,Inactive,0
C1=CC=C(C(=C1)/C=C(\C#N)/C(=O)N)O,Inactive,0
C1=CC(=CC(=C1)O)/C=C(\C#N)/C(=O)N,Inactive,0
C1=CC(=C(C(=C1)O)O)/C=C(\C#N)/C(=O)N,Inactive,0
C1=CC(=C(C=C1O)/C=C(\C#N)/C(=O)N)O,Inactive,0
C1=CC(=C(C=C1/C=C(\C#N)/C(=O)N)O)O,Inactive,0
C1=C(C=C(C=C1O)O)/C=C(\C#N)/C(=O)N,Inactive,0
C1=CC(=C(C2=C1C=C(C(=N)O2)C(=O)N)O)O,Inactive,0
C1=C(C=C(C(=C1O)O)O)/C=C(\C#N)/C(=O)N,Inactive,0
C1=C2C=C(C(=N)OC2=CC(=C1O)O)C(=O)N,Inactive,0
C1=C(C=C(C(=C1O)/C=C(\C#N)/C(=O)N)O)O,Inactive,0
C1=CC(=C(C=C1/C=C/NC=O)O)O,Inactive,0
C1=CC=C(C=C1)COC2=C(C=NC(=C2)/C=C(\C#N)/C(=O)N)OCC3=CC=CC=C3,Inactive,0
CN(C)C1=CC2=CC=CC=C2OC1=O,Inactive,0
COC1=CC2=CC=CC=C2OC1=O,Inactive,0
C1C2C(C2(Br)Br)CC3=C1C(=O)C4=C(C3=O)CC5C(C4)C5(Br)Br,Inactive,0
C1=CC=C(C=C1)C2=CC=C(C=C2)C=C(C(=O)O)C(=O)O,Inactive,0
C[C@@H]1C[C@H]2C(CO[C@]3(CC/C=C(/C[C@H]4C([C@@H]1OC(=O)C)C2[C@@H]3O4)\C)C)C,Inactive,0
CCC(C)COC(=O)C1=CC=C(C=C1)N=CC2=CC=C(C=C2)C=NC3=CC=C(C=C3)C(=O)OCC(C)CC,Inactive,0
CCC(C)CCOC(=O)C1=CC=C(C=C1)N=CC2=CC=C(C=C2)C=NC3=CC=C(C=C3)C(=O)OCCC(C)CC,Inactive,0
COC1=C(C=CC(=C1)NCC(C#N)C#N)N=NC2=CC=C(C=C2)[N+](=O)[O-],Inactive,0
COC1=C(C=CC(=C1)NCC(C#N)C#N)N=NC2=CC=C(C=C2)Cl,Inactive,0
C1=CC(=CC=C1/C=C(\C(=O)NN)/NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl)N(CCC#N)CCC#N,Inactive,0
C1=CC(=CC=C1/C=C(\C(=O)N=[N+]=[N-])/NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl)N(CCC#N)CCC#N,Inactive,0
CCOC(=O)/C(=C\C1=CC=C(C=C1)N(CCC#N)CCC#N)/NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl,Inactive,0
COC(=O)/C(=C\C1=CC=C(C=C1)N(CCC#N)CCC#N)/NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl,Inactive,0
CN1C(=O)N(C2(C1(C3=CC=CC=C3C2=O)O)O)C,Inactive,0
C1=CC=C(C=C1)N2C(=O)N(C3(C2(C4=CC=CC=C4C3=O)O)O)C5=CC=CC=C5,Inactive,0
C1=CC=C2C(=C1)C(=O)C3(C2(N=C(N3)N)O)O,Inactive,0
C1=CC=C2C(=C1)C(=O)C3(C2(NC4=C3C=CC(=C4)O)O)O,Inactive,0
C1=CC=C2C(=C1)C=CC3=C2NC4(C3(C(=O)C5=CC=CC=C54)O)O,Inactive,0
C1=CC=C2C=C3C(=CC2=C1)C4(C5=CC=CC=C5C(=O)C4(O3)O)O,Inactive,0
C1=CC=C2C(=C1)C(=O)C3(C2(OC4=CC=CC(=C43)O)O)O,Inactive,0
CC(=CCC1=C(N(C=N1)C)/C=C/C(=O)OC)C,Inactive,0
CC[C@H](C)[C@@H]1C(=O)/C(=C(/C)\O)/C(=O)N1,Inactive,0
CC1=CC(=CC2=C1C3=C(C(=CC(=C3)O)O)C(=O)O2)O,Inactive,0
COC1=CC(=CC(=C1OC)OC)CC2=CC(=C(C=C2)O)OC,Inactive,0
COC1=CC=CC=C1/C=C\C2=CC(=C(C(=C2)OC)OC)OC,Inactive,0
COC1=CC=CC=C1CCC2=CC(=C(C(=C2)OC)OC)OC,Inactive,0
COC1=CC(=CC(=C1OC)OC)/C=C\C2=CC=NC=C2,Inactive,0
COC1=CC(=CC(=C1OC)OC)/C=C\C2=CN=CC=C2,Inactive,0
COC1=CC(=CC(=C1OC)OC)/C=C\C2=CC=CC=N2,Inactive,0
COC1=CC(=CC(=C1OC)OC)/C=C/C2=CC=NC=C2,Inactive,0
COC1=CC(=CC(=C1OC)OC)/C=C/C2=CN=CC=C2,Inactive,0
COC1=CC(=CC(=C1OC)OC)CCC2=CC=NC=C2,Inactive,0
COC1=CC(=CC(=C1OC)OC)CCC2=CN=CC=C2,Inactive,0
CN(C)CCOC1=CC=C(C=C1)CCC2=CC(=C(C(=C2)OC)OC)OC,Inactive,0
CCN(CC)CCOC1=CC=C(C=C1)CCC2=CC(=C(C(=C2)OC)OC)OC,Inactive,0
CCOC(C1=CC=C(C=C1)/C=C/C2=CC(=C(C(=C2)OC)OC)OC)OCC,Inactive,0
CCCOC1=CC=C(C=C1)/C=C\C2=CC(=C(C(=C2)OC)OC)OC,Inactive,0
CCCOC1=CC=C(C=C1)/C=C/C2=CC(=C(C(=C2)OC)OC)OC,Inactive,0
CCOC1=CC=C(C=C1)/C=C\C2=CC(=C(C(=C2)OC)OC)OC,Inactive,0
COC1=CC=CC(=C1)/C=C(\C2=CC(=C(C(=C2)OC)OC)OC)/C(=O)O,Inactive,0
COC1=CC=C(C=C1)/C(=C\C2=CC(=C(C(=C2)OC)OC)OC)/C(=O)O,Inactive,0
COC1=CC=C(C=C1)/C=C(\C2=CC(=C(C(=C2)OC)OC)OC)/C(=O)OC,Inactive,0
CCN(CC)CCOC(=O)/C(=C/C1=CC=C(C=C1)OC)/C2=CC(=C(C(=C2)OC)OC)OC,Inactive,0
CCNC(=O)/C(=C/C1=CC=C(C=C1)OC)/C2=CC(=C(C(=C2)OC)OC)OC,Inactive,0
CNC(=O)/C(=C/C1=CC=C(C=C1)OC)/C2=CC(=C(C(=C2)OC)OC)OC,Inactive,0
COC1=CC(=CC(=C1OC)OC)/C=C\C2=CC=CC=C2,Inactive,0
CC(=O)OC1=CC=C(C=C1)CCC2=CC(=C(C(=C2)OC)OC)OC,Inactive,0
CN1C(=O)NC2(C1(C(=O)C3=CC=CC=C32)O)O,Inactive,0
C1=CC=C(C=C1)N2C(=O)NC3(C2(C(=O)C4=CC=CC=C43)O)O,Inactive,0
C1=CC=C2C(=C1)C(=O)C(C2=O)(C3=CNC4=CC=CC=C43)O,Inactive,0
CN(C)CCCN1C2=C(C=CC3=CC=CC=C32)C4=C1C5=CC=CC=C5C(=O)O4.Cl,Inactive,0
CN(C)CCN1C2=C(C=CC3=CC=CC=C32)C4=C1C5=CC=CC=C5C(=O)O4.Cl,Inactive,0
C1CCN(CC1)CCN2C3=C(C=CC4=CC=CC=C43)C5=C2C6=CC=CC=C6C(=O)O5.Cl,Inactive,0
C1CCN(CC1)CCCN2C3=C(C=CC4=CC=CC=C43)C5=C2C6=CC=CC=C6C(=O)O5.Cl,Inactive,0
C1COCCN1CCN2C3=C(C=CC4=CC=CC=C43)C5=C2C6=CC=CC=C6C(=O)O5.Cl,Inactive,0
CCN(CC)CCN1C2=C(C=CC3=CC=CC=C32)C4=C1C5=CC=CC=C5C(=O)O4.Cl,Inactive,0
CC(C)N(CCN1C2=C(C=CC3=CC=CC=C32)C4=C1C5=CC=CC=C5C(=O)O4)C(C)C.Cl,Inactive,0
CC(CN1C2=C(C=CC3=CC=CC=C32)C4=C1C5=CC=CC=C5C(=O)O4)N(C)C,Inactive,0
CN1CCN(CC1)CCN2C3=C(C=CC4=CC=CC=C43)C5=C2C6=CC=CC=C6C(=O)O5.Cl,Inactive,0
C1=CC=C2C(=C1)C=CC3=C2N(C4=C3OC(=O)C5=CC=CC=C54)CC6=NC7=CC=CC=C7N6.Cl,Inactive,0
C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N4C=C(C(=O)NC4=O)C#N,Inactive,0
CC1C(=O)C=CC(O1)N2C=C(C(=O)NC2=O)I,Inactive,0
CC1=C(N(C(=C1C#C)C)C)/C=C/C(=C/C=C/C(=C/C(=O)OC)/C)/C,Inactive,0
CCOC(=O)C1=C(OC(=C1)/C=C/C(=C/C(=O)OC)/C)C,Inactive,0
CC1=C(C=C(O1)/C=C/C(=C/C(=O)OC)/C)C(=O)C,Inactive,0
CCOC(=O)C1=C(OC(=C1)/C=C/C(=C/C(=O)OC)/C)C2=CC=CC=C2,Inactive,0
CC1=C(N(C(=C1C#C)C)C)/C=C/C(=C/C(=O)OC)/C,Inactive,0
CC1=C(N(C(=C1C(=O)C)C)C)/C=C/C(=C/C(=O)OC)/C,Inactive,0
CCOC(=O)C1=C(N(C(=C1)/C=C/C(=C/C(=O)OC)/C)C)C,Inactive,0
CC1OCC(C(O1)/C=C/C(=C/C(=O)OC)/C)O,Inactive,0
CC1=C(N(C(=C1C#C)C)C)/C=C/C(=C\C(=O)OC)/C,Inactive,0
C1=CN(C(=N1)[N+](=O)[O-])COCCBr,Inactive,0
C1=CN(C(=N1)[N+](=O)[O-])COCCF,Inactive,0
C1=CN(C(=N1)[N+](=O)[O-])COCCI,Inactive,0
CCCC([C@]1(CC(C(O1)(C2(C[C@@H]([C@H](O2)C(CC)C(=O)C(C)[C@H]([C@H](C)C3C(C([C@@H](C(O3)(C(CC)C(=O)O)O)C)O)CC)O)C)C)O)C)CC)O,Active,0
COC1=CC=C(C=C1)CC(C#N)C2=CC(=C(C(=C2)OC)OC)OC,Inactive,0
COC1=CC=C(C=C1)C(CC2=CC(=C(C(=C2)OC)OC)OC)C#N,Inactive,0
CC(=O)OC1=CC=C(C=C1)/C=C/C2=CC(=C(C(=C2)OC)OC)OC,Inactive,0
COC1=CC=C(C=C1)C(CC2=CC(=C(C(=C2)OC)OC)OC)C(=O)OC,Inactive,0
COC1=CC=C(C=C1)C(C2=CC(=C(C(=C2)OC)OC)OC)O,Inactive,0
COC1=CC=C(C=C1)CC2=CC(=C(C(=C2)OC)OC)OC,Inactive,0
CC1=CC=C(C=C1)/C=C\C2=CC(=C(C(=C2)OC)OC)OC,Active,0
COC1=CC(=CC(=C1OC)OC)/C=C\C2=CC=C(C=C2)Br,Active,0
CC(=O)OC1=C(C=C(C=C1OC)/C=C\C2=CC=C(C=C2)OC)OC,Inactive,0
COC1=CC(=CC(=C1OC)OC)/C=C\C2=CC=C(C=C2)Cl,Inactive,0
COC1=CC=CC(=C1)/C=C/C2=CC(=C(C(=C2)OC)OC)OC,Inactive,0
COC1=CC=CC(=C1)/C=C\C2=CC(=C(C(=C2)OC)OC)OC,Inactive,0
CC(=O)OC1=C(C=C(C=C1OC)/C=C/C2=CC=C(C=C2)OC)OC,Inactive,0
CC1=CC=C(C=C1)/C=C/C2=CC(=C(C(=C2)OC)OC)OC,Inactive,0
COC1=CC=C(C=C1)CCC2=CC(=C(C(=C2)OC)O)OC,Inactive,0
COC1=CC=C(C=C1)/C=C/C2=CC(=C(C(=C2)OC)OCC3=CC=CC=C3)OC,Inactive,0
CC(=O)OC1=CC=C(C=C1)/C=C\C2=CC(=C(C(=C2)OC)OC)OC,Inactive,0
COC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)OC)OC)OC,Inactive,0
COC1=CC=C(C=C1)/C=C\C2=CC(=C(C(=C2)OC)OC)OC,Active,0
COC1=CC=C(C=C1)/C=C(\C2=CC(=C(C(=C2)OC)OC)OC)/C(=O)O,Inactive,0
CN(CC1C(CCCN1)O)C23CC4CC(C2)CC(C4)C3,Inactive,0
COC1=CC=C(C2=CC=CC=C21)C(C3=CC=CC=C3C(=O)O)C4=CC=C(C5=CC=CC=C54)OC,Inactive,0
COC1=C(C2=CC=CC=C2C=C1)C3C4=CC=CC=C4C(=O)O3,Inactive,0
CCCCCC/C=C/CCCCCCCC1=C(C(=CC=C1)O)C(=O)O,Inactive,0
C=CC/C=C/C/C=C/CCCCCCCC1=C(C(=CC=C1)O)C(=O)O,Inactive,0
C1=CC(=C(C=C1Cl)Cl)CCC2=NC=NC=C2,Inactive,0
CN1C=CN=C1CCC2=C(C=C(C=C2)Cl)Cl,Inactive,0
CN(C)C(=O)OC(CN1C=NC=N1)C2=C(C=C(C=C2)Cl)Cl,Inactive,0
C1=CC=C(C=C1)/C(=C/C2=C(C=CC=C2Cl)Cl)/C#N,Inactive,0
C1CNC(C2=C1NC=N2)C3=CC4=CC=CC=C4C5=CC=CC=C53,Inactive,0
C1=CC=C(C=C1)/C(=C/C2=C(C(=CC=C2)Cl)Cl)/C#N,Inactive,0
C1=CC=C(C=C1)/C(=C/C2=CC3=CC=CC=C3C4=CC=CC=C42)/C#N,Inactive,0
